Question	Potentially_Pejorative
中国人喜欢白皮肤是否是民族自信不足的表现（骂之前建议看看问题阐述）?	Potentially
日本老师几乎每节课都要大骂中国，作为中国留学生该怎么办？	Potentially
为什么肤白会成为美女标准？	None
为什么国人普遍接受不了中国女孩和非洲男孩在一起?	None
黑人在美国是被歧视还是优待的?	None
如何看待外国人因中国人以白为美而认为中国种族歧视？	None
为什么印度人在硅谷如日中天，华人却很难混入高层？	None
作为一名蒙古族，不会说蒙语是什么感受？	Potentially
在美国遇到对中国人的种族歧视怎么优雅的怼回去？	None
为什么外蒙对中国人不友好？	Potentially
日本人是怎么看待中国人的？	Potentially
为什么一些人觉得白人比黑人好看？这种审美观的形成与潜在种族歧视有关吗？	None
潮汕人给你的感觉是什么样子的？	None
江西人马上去浙江读书，学校里90%都是浙江人 浙江人会有地域歧视吗看不起江西人吗 有点害怕?	Potentially
上海的地域歧视有多严重？	Potentially
作为一个沪漂，哪一瞬间被上海人震惊到了？	None
和上海人一起工作要注意什么？	None
潮汕人给你的感觉是什么样子的？	None
东北人怎么看待东北？	None
最近知乎/微博上有很多人在不断的控诉东北的社会现象和东北人，对此你怎么看？	Potentially
我不知道为什么总有很多人骂河南人，到底河南人惹了你们什么地方了？河南人跟你们有仇吗？	Potentially
我想知道你们对上海人的评价是怎样的？	None
我想知道你们对上海人的评价是怎样的？	Potentially
浙江的地域歧视严重吗？	None
中国被地域歧视黑的最严重的地方是哪里？	None
怎么看待东北人？	Potentially
为什么最近一年河南人的口碑突然变好了？	Potentially
河南人为什么被称作中国的吉普赛人？	Potentially
为什么我周围的绝大多数东北人的家境都比我好，有些甚至好特别多?	Potentially
作为一个沪漂，哪一瞬间被上海人震惊到了？	Potentially
浙江人为什么大多只和本省的人结婚？	None
大家有亲身经历过地域歧视吗?	Potentially
东北人脾气真的有那么暴躁吗？	Potentially
东北人怎么看待东北？	None
东北人在南方好混吗？	Potentially
外省人怎么看待浙江人?	None
我想知道你们对上海人的评价是怎样的？	None
潮汕人给你的感觉是什么样子的？	None
护理专业的学生不想当护士怎么办？	None
如何看待职业歧视？有办法解决吗？	None
人站在地球上为什么没有头朝下的感觉 	None
我的小baby	None
请问这起交通事故是谁的责任居多?小车和摩托车发生事故，在无红绿灯 	None
松本面板可以配什么品牌的超五类模块?? 	None
请教怎么能很快能洗干净猪肠?有什么方法 	None
毛孔粗大怎么办我脸上长豆豆,出油,额头,鼻子上,脸上都有毛孔,很 	None
黑河市治疗癫痫最权威的医院有哪些 	None
替人垂泪到天明－－商业用语一 	None
本期铁胆罗马强势单3 	None
降压药的选择不知道波依定和洛活喜两种药各有什么特点，适合哪种人服 	None
有6区无尽之海众神之子工会的吗?你们会怎么了?看不见人了,解散了 	None
老师好，青青稞酒明天再跌就可以建仓了吗？谢谢。 	None
onthesouthofthecity是在城内还是成外？ 	None
古代官职升迁又怎么说的，比如：拜。。。最好还有例句！ 	None
在离心管中加入水和密度小于水的小球在倾斜的离心管中加入水和密度小 	None
邯郸市哪里有卖纳威沙发 	None
请各位老师讲解！如图所示，，A、B是圆的直径的两端，小张在A点， 	None
Word文档,一页半文字,怎样调整使其真好布满两页? 	None
出大事了出大事了你知道吗武汉江夏公安分局接到群众举报电话,说在天 	None
简单的地理基础知识填空，要100%正确（一）考点知识清单一地图1 	None
下体很痒怎么回事?是什么原因呢?长了一些像疹子一样的东西,正好我 	None
为什么手机连不上wifi我的手机型号是lephone1800 	None
请问吃紧急避孕药月经推迟多久才是正常的？我因为吃了那药，月经已经? 	None
霉菌性阴道炎会上行感染胎儿吗目前未确定怀孕但怀孕可能性较大，我1 	None
公鸡和母鸡是怎么交配的如何受精产生小鸡 	None
word中想只插入一个键箭头如何居中？我在word中，我想打一个 	None
怎样快点长高我160想长高5厘米怎么可以长高 	None
根据我的中文名来取个英文名苏金凤根据我的中文名来取个英文名本人苏 	None
16个月男宝宝长8颗牙齿??我家宝宝16个月:1、才长8颗牙齿( 	None
求解，这是什么东西啊？ 	None
DZ怎么才能在大战场立脚我的盗贼无BUFF3700血，为了拿2把 	None
宝宝腹泻一周，吃了药不见效，用换腹泻奶粉吗？已有宝宝:年龄1岁2 	None
一元一次方程!车间有28名工人,生产一种螺栓和螺帽,一个螺栓的两 	None
电影票房是怎样计算的？ 	None
将SO2气体分别通入什么溶液中能出现下述现象？①紫色变红色;②紫 	None
请问什么工作或职业最赚钱？ 	None
重庆哪里可以治疗尖锐湿疣能不复发 	None
西方经济学论文代发怎么样？各位都有这方面的经验吗？都尽量说说吧 	None
上古运动会有人作弊吗我知道上古运动会的时间是下午的3点5点和7点 	None
大纳智捷生活馆是怎样看车的？ 	None
期任九108元初单!欢迎指教!!1年轻人vs利物浦2乌迪内vs安 	None
真有这么巧的事？建立个小弓和一转前的武器前4手上了3个G10老婆 	None
怎么安装双系统？知道的进，高分我现在用的是XP系统，但是我还想安 	None
九年级相似图形在梯形ABCD中，AD//BC,E是AB上的一点， 	None
华夏公司网上交易使用的广发卡是广发理财通卡吗？如题，广发理财通卡 	None
历史上西施活了多少岁？ 	None
我儿子从高一上学期与班中的一位女体育特长生关系密切后,发现他对学? 	None
请问11服的钢铁原石值多少钱呀？ 	None
宝宝这是鼻炎吗？宝宝鼻塞半个月，刚开始的鼻涕是白色带黄，后来是黄 	None
用了祛痘洗面奶反而脸上长痘痘了怎么回事啊？ 	None
《项链》的作者是谁 	None
不睡枕头对颈椎病好吗？他们说有颈椎病的人最好不睡枕头。 	None
怎样才能使自己的内心强大起来！ 	None
他这样是爱我吗？我们是经人介绍认识，认识到现在已经有三个月了，自 	None
竹炭煮水的好处在水壶里放两大片洗净的竹碳，坐水时一起煮，这样的开 	None
上海哪家医院治疗输卵管堵塞好 	None
冬天进补好呢还是夏天好？ 	None
夏季如何进行饮食调养养生？ 	None
请问钨，钼，钨铝丝的居里点是多少？ 	None
我写了我的姓名和身份证号码通过哪个未成年许可怎么像是没反应的啊? 	None
为什么会得癔症 	None
形成胆结石的原因是？ 	None
外贸服装哪里进货像“第一街”“署光里”那些外贸服装都从哪里进货 	None
辐射防护该怎么做呢？ 	None
我好心疼哦！！！我听说喜欢的人已经有心上人了，我好心疼哦！你们可 	None
我就贷款买基金了今年贷款买了好多的基金啊，收益25%还多从八月到 	None
鬣狗和野狗的外观和毛色都差不多,为何名称不同? 	None
同花顺2007标准版和同花顺盛大密宝有什么区别同花顺里有同花顺2 	None
T	None
主板启动电脑？想问一下在主机开关出现故障时，直接利用主板如何启动 	None
的鼻子很大,而且没有鼻梁,难看死了,有没有办法变小或者鼻梁变挺? 	None
老是感到胸闷,是怎么回事?我40岁,老是感到胸闷,喘不过气来.有 	None
今天我MM被诊断为肺炎，虽然她确实高烧，可是并没有咳嗽症状，这个? 	None
电信1黄金车身1型的价位在多少 	None
通过qq如何控制对方电脑? 	None
这两天嘉实300和南方稳健都要大比例分红了.分完净值都在1左右了? 	None
穷在句中的意思穷追猛打中穷是极端的意思还是彻底的意思 	None
电子词典选什么牌子的？五一想入手一款电子词典，该选什么牌子的，要 	None
谁帮我捉1只火暴萝卜和1个火爆樱桃是火暴的 	None
女人体香是怎么回事 	None
有关专利发明奖金是否要缴纳个人所得税哪位大仙知道：公司对职务发明 	None
请问这句莫名其妙的诗句是什么意思？完整的如下：太窥门夹豆,丫洗盆? 	None
微博是不是可以有个类似于qq空间的功能，谁来微博主页了就发个消息? 	None
55级的菩提宝杖从哪打出来的？ 	None
都是新手问题，帮助新手的，非常简单，新手请回答，问题一说出一个怪 	None
什么是社会主义?社会主义的本质是什么, 	None
重庆大坪医院打胎大概多少钱？ 	None
魔转物那个技能几级可以学,哪里学啊 	None
全力火弓有前途吗??我是15级全力火弓``请问各位大虾,有前途吗 	None
地下钟乳洞（地宫）怎么去？要在哪里接任务，还要打什么东西吗？哪里? 	None
3个战场的双倍声望时间?请说的详细些。 	None
从上海森勤国际大酒店到上海维也纳国际大酒店有多远？ 	None
淡谈真三武名系统取消后的波澜关于这次武名系统取消，同意的占大多数 	None
为什么上海地铁单单只有上海马戏城站的站台上有门？同标题！ 	None
关于基金啥叫前端申购代码,后端申购代码.有啥区别.有甚么作用. 	None
小联赛足彩延期开奖推迟比赛或310全算对新浪体育讯　北京时间12 	None
进入易玩通网站怎么看不见我还有多少点呀，还是0点，去哪能看到 	None
