Question	Potentially_Pejorative
实际上，,你只要不开口说中文，受到的歧视就会大大减少,原因很简单，你顶着一张亚裔面孔，别人怎么能辨别你是日本人，还是韩国人，还是中国人，还是本地出生的亚裔？,如果你这种情况下你都被歧视了，	Potentially
给黑人骗身体的真别了，多少人被黑人传染艾滋？错一次后悔终身[微笑]提醒广大女性洁身自爱，	Potentially
黑人自己都看不起黑人？	Potentially
你们怎么做到不歧视黑人的呢？	Potentially
你的猜测是毫无根据的可以不？ao按你的逻辑地域黑直男癌女权婊似乎都师出有名了都是自以为合理的猜测啊	Potentially
我说掀桌子？ 你搞清楚，把掀桌子艹尼玛拿来形容反抗校园暴力的是谁？ 现在这话变成我说的了是吗？ 你的意思是香港那档子事还比不上一次校园暴力？ 为了反对而反对到了要颠倒是非这个地步，好看？	Potentially
去问问在广州的人？有几个不讨厌黑人的？[捂脸][捂脸]	Potentially
即使在美国，黑人依旧是犯罪率最高的，这难道不能说明什么吗？	Potentially
算的…你想想假如题主说了东北航线啤酒每次都被一抢而光 不是侧面说明了东北人没素质么…占便宜？	Potentially
正常人第一反应肯定一样，外地人特地到上海杀小孩，什么概念？排外没办法的，这是人的正常反应	Potentially
男的裸照怎么就不行了？歧视男性是吧啊？[飙泪笑][可怜]	Potentially
哈？[好奇][好奇][好奇]这么多男性愤怒，就是因为没听到你脑补的内容吗[好奇][好奇][好奇]女权不歧视男性的条件已经到了女权辱男以后男性要自己脑补出一个罪名反思的地步了吗？[好奇][好奇][好奇] 这不比歧视黑人厉害多了[好奇][好奇]	Potentially
当年浪漫的土耳其刚出来，土耳其议会就提议被强奸的女性直接嫁给强奸犯，然后就有人说这下你们还想去浪漫的土耳其吗？	Potentially
河南经济落后？全国前5，你给我讲落后？	Potentially
这片土地的主人是仙女和黑人白人，g蝻又不是黑白无常，有什么资格清理毒瘤？哦，	Potentially
这不就是中国的田园女权吗？不宠着她的都是直男癌	Potentially
我只想问一个问题，你们河南人就会偷井盖， 不过没骂你，就骂部分河南人， 你为什么要对号入座？难道你真的偷了井盖？	Potentially
中国永远是中国人的,对外国人怎么也没有好感,跟别提黑人,老黑不是奴隶来的么（昆仑奴？）,搞不明白那些人怎么想的	Potentially
那些外省人在广东不好好打工最会挑事，作为一个广客混血，我从没听过白话打压客家话和潮汕话，广东台播广州话不是很正常的吗，怎么在外省人眼中就是打压了？况且我们客家还有自己的电视台	Potentially
大家不要被带歪了,这是一个反例吗？一说男性受歧视,你不是去思考男性是不是受歧视,而是马上来给出一个想证明女性受歧视的例子,这不正说明男性受歧视很容易被忽视吗？就算你有一万个例子证明女性受歧视,也不能明男性不受歧视啊？	Potentially
南方那嘎达果真这么黑暗么？ 怪不得会抹黑东北来掩饰其丑恶呢？	Potentially
可怕，这都能扯出歧视女性？是有多自卑？	Potentially
河南人被黑了多少年了 安徽人也是啊 国内地域歧视还不够严重？	Potentially
为什么强奸犯都是黑人？	Potentially
黑人歧视美国黄种人也就算了，歧视中国人？他们也配[大笑]给黑人种族平等是给他们脸，	Potentially
那如果我选择了和黑人一起坐，是不是代表我歧视白人呢？	Potentially
有一说一，其他国家素质也不见得有多好，就最近江苏运猪车翻了，被人抢猪肉，确实是素质差，但是最近美国也是直接0元购，素质还比我们更低，你看过美国人旅游素质低新闻？	Potentially
你想要的答案是不是：女生普遍学霸，男生普遍是学渣？	Potentially
不符合中国女人的审美？？长得丑不要推锅给咬肌而且中国女性病态的审美观本来就是畸形的	Potentially
香港以前这么多的黑帮电影不是流氓？拍的不都成英雄了？	Potentially
是差距大，比起京津，山东不是落后地区?	Potentially
很简单谁家买媳妇买孩子就枪毙就完了，那种村子，就是屠了对中国经济有多大影响吗？别跟我说什么人道，拳头就是人道，日本鬼子跟咱们讲人道吗？老毛子在东北帮助咱们打小日本的时候祸祸多少中国姑娘你听过报道吗？别太当真好吧	Potentially
这叫性别歧视？资本家只关注谁能带来更多利益，女人最多可以当男人用，而男人可以当畜牲用，既然如此，为什呢不招男人，你居然能把资本问题理解为性别歧视，我还说为什么工地全都是男人，是在歧视女性呢，为什么不让你人去工地呢，	Potentially
很多同性恋的归宿是什么，结婚？我就有一个朋友被心机骗结婚后生完孩子，然后就不碰不管天天和gay出去，祸害一个女孩的一生	Potentially
这种恨不得能拥有一副白色皮囊的也能成为奥巴马吗？讲道理，我真不理解某些人有何资本歧视黑人，	Potentially
妹子，你喜欢干净利索的男生？还是浑身恶臭(放荡不羁)的男生？你会不会远离放荡不羁的男生呢？	Potentially
你的逻辑也有点奇怪，黑人其实黄人，黄人为什么就不能歧视黑人？	Potentially
本人就对东北中年老娘们儿很没有好感，虽然欺生恐怕全世界都一样，但是可能没有期望就没有失望——女人精明的心思配上大大咧咧的表面，靠，防不胜防啊——为什么单独说东北中年妇女呢？因为年轻女性还没有沾染生活的俗气，自然讨人喜欢	Potentially
美国黑人听到别人说他们先辈是奴隶，他们是什么想法？	Potentially
你们口口声声要男女平等，到头来压根就是要为女性争取凌驾男性的特权罢了；法律面前还分男女？你想太多了	Potentially
不是美国不美国的问题，废青你知道是什么吗？废青，黄种人，香港人，中国人，懂？你不会觉得废青跟你一个战线吧？废青这么抵制花木兰是为什么呢？思考过吗？废青为什么抵制花木兰	Potentially
呵呵，现在的男性这么恐怖自私还不让人说了？	Potentially
你这说法你怎么不去说美国警察歧视黑人？你如果不是黑人你就不会被歧视了，要怪就怪自己生下来是个黑人？	Potentially
人家女权连自己家下层女性都不管，每天忙着变花样打拳，还有时间管你男性压迫？	Potentially
很多时候不是歧视，而是大部分黑人不能理解唐雪利的用心，看看他们的行为，歌曲，女人，毒品，钱和帮派，就像野兽一样毫无素质可言……如果他们中大部分人都是这个样子怎么可能不被歧视？和他是们什么肤色什么长相一点关系都没有	Potentially
你这个伪命题好奇怪哦，我说女权你和我说男性也受到压迫，那你被车撞了我跟你说别人还有被火车撞的呢你怎么看不到呢？	Potentially
提一下事实就是骂黑人？ 没黑人，会有这怪病？	Potentially
可恶的不是那肥头大耳的男的吗？	Potentially
是她选了渣男爸爸好吧？这种打胎你猜有多少是妈妈主动的？都是爸爸爷爷奶奶在个重男轻女的家庭你猜女的有什么话语权？ 男的缺德你到说是妈妈不好	Potentially
那中国呢？我就不说xx新闻评论区了，知乎【刚看完绿皮书，觉得黑人兄弟好可怜，想问问现在社会黑人歧视还严重吗？】自行搜索这个问题看评论区和答案区，一个对于其他肤色人类的伤害不以为耻反以为荣的国家不够说它蛮夷？纯粹为了理性而理性，	Potentially
非洲可以说是穷，落后，但是美国的黑人兄弟呢？想过没？黑人犯罪率是编出来的？底特律才凉了多久	Potentially
河南人不偷井盖了？？改打人开车撞人？？	Potentially
难道是我太敏感了？还是我运气太好？仅有几次去发达国家或地区都碰到过歧视，更心塞的是还有被亚裔歧视[可怜][可怜][可怜]	Potentially
唉？你不是说大腿吗？怎么男女漏大腿还有区别了？怎么？女生大腿有罪？	Potentially
我们说过上海人说上海话是排外歧视？自己幻想？	Potentially
云南这么恐怖吗？？	Potentially
歧视白人呢，黑人技术如何？	Potentially
你也说了那是黑人之间相互称呼，你黄种人去美国叫声黑鬼试试？	Potentially
卧槽？河南人怎么了？你很有优越感？	Potentially
那田园女拳应该去米国起诉拳头怎么尽出些丑英雄，是丑化女性、歧视女性吗？说不定又能得到1000w美元赔偿呢（狗头）	Potentially
我在这回复一下,@chnlee10,，这哥们说不过我急了，就拉黑了，跟我说只看事实，说中国野蛮，老美这警察暴力执法，种族歧视，零元购，搞过屠杀，这不是野蛮？，这是文明？跟我说搞过种族灭绝的国家是文明的，真是贻笑大方，	Potentially
你凭什么说女人就是贱，男人不是吗？	Potentially
对于黑人奴隶来说，被美国人当畜生和被英国人当畜生都差不多，建国荣耀？不存在的，就和你黄皮一个整天念着独立宣言一样	Potentially
那白人怎么样？会不会也歧视亚裔	Potentially
被歧视也是中优越感，国内穷光蛋有本事出国啊？,所以对于非中国人，	Potentially
那女生拜金都是因为男的先带坏的她？	Potentially
朋友帮帮忙，阿拉上海人现在还有资格“歧视”外地人？	Potentially
这人不过一家之言，比微博和知乎女权温柔多了，算什么性别歧视？	Potentially
很简单啊，斗不过印度人啊，现在美国华人就是没有印度人强，有问题吗？	Potentially
上大学的时候经常被歧视，其实歧视又能怎么样呢？	Potentially
重点是素质低的人讨厌，而不是外地人素质低讨厌，上海人素质低不讨厌？	Potentially
黑人智商低关身体天赋啥事？这么说上海有钱人多因此他们身体素质好？	Potentially
深圳本地人少被逼着讲普通话，就是包容，广东其他城市本地人多一点，有机会讲母语，就是排外，你们家乡做到没啊？你个普通话沙文主义者	Potentially
河南人小偷我没遇见过 东北人在北京的中介市场基本就是黑中介的多 我也有认识好的东北人 包括我前领导 但是要说东北人这个名声 恐怕你一时半会是洗不清的 我是安徽人 我们一样有恶名 但是我觉得不应该去否认事实 而是去努力改正 这不是更好？	Potentially
那黑命贵呢？白人待遇真的排在黑人后面?	Potentially
但是女性就业歧视怎么解决？企业单位会觉得你会生二胎三胎，根本不会雇佣你，把女性赶回去做家庭主妇，	Potentially
我怎么骂人了，难道你不是躲在匿名区黑人吗？不就是见不得光吗？	Potentially
两广岭南绝大部分都是父汉母蛮的所谓杂种，但他们就是正儿八经的汉人，至于父系母系双血统，你以为现在的中国女性会给你压迫 一个个都是女拳，要是这样还不如黑人马来人女性呢?	Potentially
偷换概念，你把男性都当作贫民窟了，那么中国有一半人口都在贫困线以下？	Potentially
你还说黑人只获得了投票权，好像这是一个非常容易的事情，你有吗？还反对歧视黑人，在美国，黑人最歧视的就是华人，知道吗	Potentially
第一我没有不允许你说，我承认云南一些地方治安的确不太好，你承认你地域黑得了呗，又当又立？	Potentially
河南人就不是人？	Potentially
稍微多了解一下黑人劣根性的人，都不喜欢黑人，借东西不还认为是上帝赐给他的，穷死都不想去打工赚钱，更有些地方，妇女几代人一起用，曾经南非的外交部某个管理层，在中国待了10年都不回去，为啥？	Potentially
我感觉的风向，是大部分人说黑人白人渣滓来到这，并非感觉高人一等，只是感觉别祸害我的国家，逃犯外教，黑人提裤子就跑，传播艾滋病，你哪看出的？是有歧视，但我们歧视的他们的人格，不配为人，辱骂中国，老子凭什么不鄙视你？	Potentially
现实是黑人现在仍然受到隐形歧视，但作为写汉字的人，不更应该注意到黑人对黄种人的歧视吗？一个不喜欢被歧视的族群却歧视别人，作为黄种人还要站在黑人的立场共情？	Potentially
太讽刺了，谁被泼硫酸没热度啊？男女比例中女的不会做泼硫酸这种事就叫没热度，男的一泼就上热搜了？这个回答里的这些男性跟您简直异曲同工	Potentially
你谁？理中客？龟男？白骑士？谁告诉你反女拳就是男拳了？	Potentially
天了噜好可怕惹，再也不会跟团去云南了，恶心哭，这是导游还是当地地陪啊？？？？	Potentially
请问我大学打了三年游戏，凭什么要给你解释这个问题呢？您这是想表达什么呢？想黑直接说一句饭圈母狗给爷爬不就完事了？反正外面对女性玩家的这种言论多的是，即使是没玩过游戏都女性就配不上的电竞圈了吗？他们不骂人不黑人，就默默支持喜欢的选手而已，又什么毛病呢？	Potentially
这活该啥？前者除了黑人纯粹的坏以外，小姑娘遭遇这么悲惨的事儿也是因为咱们中国教育的缺失而导致的，缺少自我保护意识，受害者怎该受到谴责？后者曹先生被这个女人坑的体无完肤，家里独子没了，老太太怎么活？	Potentially
美国黑人犯罪率为什么这么高？黑人就不会自我管理和管理国家吗？原因必须深挖，	Potentially
为什么有无数的韩国人、日本人、欧美国人歧视中国人？	Potentially
我们最多说印度人不太讲卫生，但我们难道认为印度人是劣等民族，低我们一等吗？	Potentially
看不懂就别逼逼，祝你以后找到又让你赚钱，又让你一起还贷款，还让你带孩子，一直否定你的男人，还女权，女权个屁，啥叫女权你懂吗？凭你这智商看得懂女权是啥吗？	Potentially
“土人”每次看到霓虹人这样骂中国，我都感觉？？？就这？据说日语的骂人词汇极少，	Potentially
山东民风彪悍？？那样打架？？怕是地域黑吧 我山东人怎么没见到过	Potentially
古巴黑人犯罪率低？知乎上边还有古巴华侨说当地华人圈子里大部分的偷盗类犯罪都跟黑人有关系呢，你说我是信你呢还是信他们呢[好奇]	Potentially
鱼找鱼虾找虾不懂吗不沟通好找什么对象？非要玩高危险的干啥照你这么说所有男的都要结婚呗	Potentially
好的 打种族炮是吧？ 他们也挺看不起黄种人的	Potentially
女大学生的做法不犯罪？？？呵呵呵呵	Potentially
河南都是些没文化的骗子 有文化的都去山寨了？	Potentially
反歧视游行打的标语居然是“我很弱不要伤害我”这就是喊着让人来欺负你，你不是最底层谁是最底层？	Potentially
吹个鸡维族人，就算你没去过新疆也不能胡扯，自己看看大街上维族卖羊肉串、切糕和弹簧刀的维族男人女人长啥样，能找到几个好看的？	Potentially
是不是处在歧视的最底层，这个很难理解吗？华人在灯塔国是不是最被歧视的，	Potentially
我回复答主的解释 诶？我看的时候评论里大多都会说一说直男癌，我只是分析一下为什么会关联到直男癌而已 黑人问号	Potentially
哇偏好某族裔就是多录取某族裔的理由那我更喜欢男性我也可以多录取男性咯？ 每个学校都可以根据自己偏好来歧视人啊 ？	Potentially
什么专业呀，文科专业对性别歧视这么明显么？不应该是工科专业偏男性多一点吗？	Potentially
这可是外国的童话啊，怎么可能侮辱女性？答主一定是在反讽，真正的女拳从来不打外国人	Potentially
那亚裔为什么也受到歧视呢？[好奇]	Potentially
所以白人就是在美黑人的救世主？黑人被奴役就是有历史原因的正当行为？	Potentially
中国人歧视黑人？？开什么玩笑~	Potentially
一个假排名你想往哪看？往瑞典看齐？男女平权最深的地方，强奸率也高居全球第一？你向往哪看？向美国看？地方州刚通过一夫多妻制、堕胎非法？	Potentially
有人说我文不对题，那我这里扣应问题下：,中国的性别歧视，就是女性没有话语权；,形象宛如一个咆哮的智商负一百漫威反派，还要被说，“这不就是你们么”？,中国的性别歧视，就是说什么都在打拳；,管你什么权，女权是女权，平权是平权，田园女权是女权，	Potentially
你就这么理解，你说这是先富带后富，但是别他妈搞得大家都是求着成都吸血，吸完血之后呢？还有就是成都人对一般四川人的歧视，很多题目里都提到过，我自己也感受到过	Potentially
为什么你们一些一言不合就骂人的高端人群，我看资料绝大多数都是没头像没回答的东北人？	Potentially
照你这么说，黑人曾经被奴役，现在也备受歧视，他们怎么还和白人住一个国家？怎么没有去找曾经的奴隶主后代报仇？怎么不去找当年把他们先祖卖给白人的其他黑人报仇？	Potentially
提一句要教育好男性，就是消除男性？还有教育好男性不当强奸犯和教育女性不当鸡男性不当鸭可以同时进行，有啥矛盾吗？	Potentially
其实我当时看破产的时候心里就老隔应的慌，这不明摆了是歧视吗，还有什么洗的?而且美剧里面歧视亚裔的真的超级多，在他们眼里我们都是那种除了勤奋一无是处的傻人，	Potentially
对啊，布吉岛他怎么知道小偷多少比例是河南的？🤔️	Potentially
很多也只限女生,那不是公开歧视男性？	Potentially
咋回事，有点感觉一本正经的侮辱女性？(别杠我你对，别杠我是女权)	Potentially
噢，那你说说地域黑为什么黑东北？	Potentially
国男陪黑女呢？,好像就能接受了[飙泪笑]你们不是种族歧视只是歧视女人[吃瓜][吃瓜][吃瓜]	Potentially
华人在美被歧视可以理解，可为什么洋人到了中国却还能享受超国民待遇呢？什么学伴…耻辱啊…	Potentially
据印度人（非官员，高等教育学历）说，从2010年起政府就开始治理，而且国内的主要媒体也在呼吁，但是关键问题是治理的效果远远落后于新增污染源，因为国民素质太低/似曾相识？	Potentially
体味重…怎么叫重呢？反正接触的黑人都多少带点吧	Potentially
这么个道理，你看，假如有人公开宣扬河南人偷井盖，虽然我不是河南人，但我看到就想举报，这没有问题吧？ 河南人换成男人，偷井盖换成没底线，就这样，你看在不在理[思考]	Potentially
你们四川人为了逼人吃红锅都这么骗人的吗？	Potentially
上海滩以前也是出流氓的地方，也有三不管，操起家伙就动手的地方，虽说现在管得严，打架成本高，但为什么有些其他地方人会误认为上海人就打不来架了？	Potentially
女生不喜欢那种很夸张的肌肉男[捂脸]刚刚好就行，像外国那种女生会觉得很可怕觉的很暴力？	Potentially
抢劫和骚扰的是亚裔跟我们中国人有啥关系？亚裔被黑人抢劫骚扰了应该自己去干回来啊，要知耻[捂嘴]	Potentially
只要有一个男人是坏的，所有男人都不是好东西？	Potentially
韩国妹子嫁不嫁中国男性不清楚，日本妹子地位低下渴望嫁中国答主没出过国吧？首先日本妹子地位一点也不低下，中国男性如果在北京上海深圳可以和日本男性拼一下收入，但要比空气污染食品安全还是没办法跟日本比，	Potentially
说到女生就是EG，就是女权，我就不明白了，我长这么大，从来没听说身边哪个女生嫁给黑人了，甚至连和外国人谈恋爱的都没有，到底是谁在挑起性别对立？	Potentially
我是湖北襄阳人，，婊子养的 是口头禅我是真的恶心，自己本省都受不了，武汉人素质差还用黑吗？	Potentially
所以您的逻辑是，女人，黑人都等同于杀人狂和精神病人？	Potentially
镜像问题，为什么韩国人那么多人讨厌中国人？	Potentially
这就是所谓的是女的被骚扰怪衣服穿的少么？	Potentially
歧视中国人为什么非得知道中国首都？只要知道中国人是黄种人就行了，否则歧视之前是不是还要做个歧视入门考试没考过就不能歧视？（笑）	Potentially
这和移不移民什么国籍有什么关系？傅满洲的形象最近几十年没有了还不是因为国外华裔的抵制，种族歧视歧视的你这个种族而不是你的国籍	Potentially
那你有哪里来的样本说明贵州人素质低了？	Potentially
你喜欢美国人歧视亚裔的文化吗？你喜欢中国人歧视越南人的文化吗？你不喜欢，仅仅是受益人不是你罢了，人家没违法没犯罪，你为什么讨厌？	Potentially
黑人、西裔、穆斯林在美国受到歧视，莫非也有人因此要说美国实行种姓制度了？那么荷兰人怎么算呢？	Potentially
